MUNIC_RES,ANO,POPULACAO
2203420,2002,4286
2203453,2002,9201
2203503,2002,14991
2203602,2002,4108
2203701,2002,34610
2203750,2002,4652
2203800,2002,4271
2203859,2002,2436
2203909,2002,55243
2204006,2002,5242
2204105,2002,5280
2204154,2002,2383
2204204,2002,7042
2204303,2002,10154
2204352,2002,4902
2204402,2002,10498
2204501,2002,10490
2204550,2002,4306
2204600,2002,3718
2204659,2002,8108
2204709,2002,14689
2204808,2002,8618
2204907,2002,7662
2205003,2002,10310
2205102,2002,10208
2205151,2002,5702
2205201,2002,16260
2205250,2002,3969
2205276,2002,4388
2205300,2002,4606
2205359,2002,3070
2205409,2002,13139
2205458,2002,4407
2205508,2002,33575
2205516,2002,4498
2205524,2002,5005
2205532,2002,4077
2205540,2002,2252
2205557,2002,7149
2205565,2002,4632
2205573,2002,5917
2205581,2002,3635
2205599,2002,4268
2205607,2002,5617
2205706,2002,24659
2205805,2002,23714
2205854,2002,6980
2205904,2002,5106
2205953,2002,6469
2206001,2002,4341
2206050,2002,6126
2206100,2002,9984
2206209,2002,30306
2206308,2002,1394
2206357,2002,7237
2206407,2002,10468
2206506,2002,6867
2206605,2002,10395
2206654,2002,4509
2206670,2002,6308
2206696,2002,6400
2206704,2002,7800
2206753,2002,3904
2206803,2002,7453
2206902,2002,6769
2206951,2002,3144
2207009,2002,34339
2207108,2002,2213
2207207,2002,7291
2207306,2002,4157
2207355,2002,2802
2207405,2002,5358
2207504,2002,12346
2207553,2002,4399
2207603,2002,9498
2207702,2002,135525
2207751,2002,4183
2207777,2002,5684
2207793,2002,3059
2207801,2002,16925
2207850,2002,3910
2207900,2002,36594
2207934,2002,2108
2207959,2002,4254
2208007,2002,70531
2208106,2002,11647
2208205,2002,16585
2208304,2002,25593
2208403,2002,60762
2208502,2002,10796
2208551,2002,2461
2208601,2002,3203
2208650,2002,8513
2208700,2002,7970
2208809,2002,17686
2208858,2002,4378
2208874,2002,3925
2208908,2002,5718
2209005,2002,6260
2209104,2002,5737
2209153,2002,3387
2209203,2002,6118
2209302,2002,4848
2209351,2002,4705
2209377,2002,5305
2209401,2002,5171
2209450,2002,1928
2209500,2002,3478
2209559,2002,4271
2209609,2002,3310
2209658,2002,3862
2209708,2002,6289
2209757,2002,2349
2209807,2002,4391
2209856,2002,4201
2209872,2002,4981
2209906,2002,6546
2209955,2002,4406
2209971,2002,6101
2210003,2002,18039
2210052,2002,5065
2210102,2002,3811
2210201,2002,6744
2210300,2002,5797
2210359,2002,4325
2210375,2002,2504
2210383,2002,2040
2210391,2002,2956
2210409,2002,18848
2210508,2002,12718
2210607,2002,27596
2210623,2002,4640
2210631,2002,3854
2210656,2002,9133
2210706,2002,13648
2210805,2002,11094
2210904,2002,4598
2210938,2002,5223
2210953,2002,2361
2210979,2002,2419
2211001,2002,740016
2211100,2002,40546
2211209,2002,17377
2211308,2002,20287
2211357,2002,5430
2211407,2002,4485
2211506,2002,2932
2211605,2002,2922
2211704,2002,4052
2300101,2002,8489
2300150,2002,13503
2300200,2002,49697
2300309,2002,46691
2300408,2002,14711
2300507,2002,9746
2300606,2002,5872
2300705,2002,15769
2300754,2002,33842
2300804,2002,6808
2300903,2002,13176
2301000,2002,63449
2301109,2002,63318
2301208,2002,24391
2301257,2002,10153
2301307,2002,20068
2301406,2002,13750
2301505,2002,7570
2301604,2002,21150
2301703,2002,25358
2301802,2002,5790
2301851,2002,16554
2301901,2002,48841
2301950,2002,17501
2302008,2002,20140
2302057,2002,14130
2302107,2002,30306
2302206,2002,43509
2302305,2002,28861
2302404,2002,50808
2302503,2002,39486
2302602,2002,56377
2302701,2002,26047
2302800,2002,71237
2302909,2002,15188
2303006,2002,16271
2303105,2002,18800
2303204,2002,26662
2303303,2002,18628
2303402,2002,15568
2303501,2002,59158
2303600,2002,16307
2303659,2002,9374
2303709,2002,268443
2303808,2002,24300
2303907,2002,12500
2303931,2002,12259
2303956,2002,19383
2304004,2002,20489
2304103,2002,71791
2304202,2002,107618
2304236,2002,16312
2304251,2002,20955
2304269,2002,8466
2304277,2002,6274
2304285,2002,33833
2304301,2002,20881
2304350,2002,17960
2304400,2002,2219837
2304459,2002,12579
2304509,2002,12280
2304608,2002,4719
2304657,2002,14907
2304707,2002,49953
2304806,2002,5411
2304905,2002,8880
2304954,2002,20373
2305001,2002,36031
2305100,2002,5803
2305209,2002,17642
2305233,2002,37053
2305266,2002,12836
2305308,2002,22604
2305332,2002,9611
2305357,2002,16555
2305407,2002,62953
2305506,2002,87712
2305605,2002,25521
2305654,2002,11331
2305704,2002,11593
2305803,2002,39791
2305902,2002,38875
2306009,2002,12974
2306108,2002,20066
2306207,2002,6764
2306256,2002,30562
2306306,2002,42660
2306405,2002,97968
2306504,2002,16805
2306553,2002,31357
2306603,2002,15896
2306702,2002,18117
2306801,2002,8943
2306900,2002,35594
2307007,2002,30538
2307106,2002,26929
2307205,2002,7350
2307254,2002,13390
2307304,2002,220248
2307403,2002,22954
2307502,2002,31298
2307601,2002,51286
2307635,2002,15328
2307650,2002,184483
2307700,2002,91592
2307809,2002,20369
2307908,2002,9055
2308005,2002,30812
2308104,2002,43503
2308203,2002,11527
2308302,2002,27542
2308351,2002,13460
2308377,2002,11704
2308401,2002,33293
2308500,2002,41295
2308609,2002,16516
2308708,2002,65555
2308807,2002,7209
2308906,2002,18644
2309003,2002,14202
2309102,2002,9119
2309201,2002,12229
2309300,2002,29523
2309409,2002,25944
2309458,2002,21953
2309508,2002,22025
2309607,2002,46652
2309706,2002,54720
2309805,2002,11103
2309904,2002,5789
2310001,2002,8212
2310100,2002,9780
2310209,2002,28929
2310258,2002,26655
2310308,2002,32770
2310407,2002,11080
2310506,2002,41151
2310605,2002,7139
2310704,2002,32673
2310803,2002,15316
2310852,2002,15685
2310902,2002,13138
2310951,2002,8469
2311009,2002,11880
2311108,2002,15791
2311207,2002,9346
2311231,2002,5765
2311264,2002,18700
2311306,2002,71380
2311355,2002,15579
2311405,2002,59172
2311504,2002,17506
2311603,2002,25463
2311702,2002,22049
2311801,2002,59583
2311900,2002,16387
2311959,2002,14194
2312007,2002,26987
2312106,2002,17151
2312205,2002,42775
2312304,2002,40566
2312403,2002,36938
2312502,2002,8783
2312601,2002,11684
2312700,2002,27182
2312809,2002,5695
2312908,2002,161123
2313005,2002,17121
2313104,2002,27517
2313203,2002,25913
2313252,2002,9024
2313302,2002,52076
2313351,2002,13880
2313401,2002,61028
2313500,2002,46249
2313559,2002,11831
2313609,2002,27878
2313708,2002,7338
2313757,2002,17766
2313807,2002,17060
2313906,2002,11744
2313955,2002,17251
2314003,2002,35583
2314102,2002,46387
2400109,2002,11227
2400208,2002,48811
2400307,2002,10895
2400406,2002,2756
2400505,2002,13602
2400604,2002,5089
2400703,2002,9762
2400802,2002,11614
2400901,2002,6587
2401008,2002,34805
2401107,2002,22806
2401206,2002,11362
2401305,2002,9048
2401404,2002,7947
2401453,2002,19648
2401503,2002,4060
2401602,2002,4761
2401651,2002,2775
2401701,2002,8905
2401800,2002,10798
2401859,2002,5858
2401909,2002,2920
2402006,2002,58341
2402105,2002,9170
2402204,2002,27872
2402303,2002,18507
2402402,2002,6778
2402501,2002,8329
2402600,2002,64584
2402709,2002,10905
2402808,2002,5304
2402907,2002,4698
2403004,2002,8194
2403103,2002,40910
2403202,2002,6574
2403251,2002,137604
2403301,2002,4814
2403400,2002,5700
2403509,2002,10840
2403608,2002,20546
2403707,2002,5427
2403756,2002,2620
2403806,2002,8964
2403905,2002,2969
2404002,2002,4567
2404101,2002,1873
2404200,2002,17696
2404309,2002,12051
2404408,2002,8452
2404507,2002,8584
2404606,2002,10489
2404705,2002,12063
2404804,2002,1944
2404853,2002,6562
2404903,2002,5349
2405009,2002,7849
2405108,2002,6267
2405207,2002,5516
2405306,2002,7903
2405405,2002,6382
2405504,2002,2719
2405603,2002,12423
2405702,2002,12083
2405801,2002,29962
2405900,2002,2584
2406007,2002,5987
2406106,2002,17873
2406155,2002,3209
2406205,2002,5746
2406304,2002,6678
2406403,2002,2795
2406502,2002,12326
2406601,2002,6951
2406700,2002,9549
2406809,2002,4545
2406908,2002,3271
2407005,2002,9273
2407104,2002,57289
2407203,2002,25640
2407252,2002,2990
2407302,2002,8280
2407401,2002,7675
2407500,2002,8429
2407609,2002,3782
2407708,2002,12437
2407807,2002,19506
2407906,2002,2495
2408003,2002,218380
2408102,2002,734505
2408201,2002,20114
2408300,2002,34630
2408409,2002,4437
2408508,2002,4693
2408607,2002,3659
2408706,2002,4110
2408805,2002,4398
2408904,2002,19686
2408953,2002,9567
2409100,2002,8709
2409209,2002,2742
2409308,2002,11051
2409332,2002,3978
2409407,2002,25585
2409506,2002,4128
2409605,2002,2876
2409704,2002,7282
2409803,2002,13678
2409902,2002,11474
2410009,2002,3179
2410108,2002,12641
2410207,2002,6828
2410256,2002,4304
2410306,2002,7218
2410405,2002,6996
2410504,2002,4440
2410603,2002,2948
2410702,2002,2690
2410801,2002,4246
2410900,2002,5748
2411007,2002,4301
2411056,2002,3445
2411106,2002,3766
2411205,2002,31849
2411403,2002,16318
2411429,2002,2349
2411502,2002,20294
2411601,2002,3420
2411700,2002,3245
2411809,2002,3177
2411908,2002,3624
2412005,2002,74479
2412104,2002,5743
2412203,2002,36335
2412302,2002,12015
2412401,2002,3903
2412500,2002,20489
2412559,2002,7949
2412609,2002,14262
2412708,2002,6725
2412807,2002,8276
2412906,2002,10658
2413003,2002,5770
2413102,2002,5179
2413201,2002,3436
2413300,2002,5781
2413359,2002,8283
2413409,2002,7551
2413508,2002,7358
2413557,2002,4286
2413607,2002,10617
2413706,2002,4416
2413805,2002,2020
2413904,2002,11758
2414001,2002,12519
2414100,2002,8737
2414159,2002,4629
2414209,2002,8125
2414308,2002,2242
2414407,2002,29280
2414456,2002,3666
2414506,2002,11094
2414605,2002,11485
2414704,2002,4967
2414753,2002,3532
2414803,2002,8638
2414902,2002,1566
2415008,2002,2577
2500106,2002,8414
2500205,2002,5297
2500304,2002,28967
2500403,2002,18737
2500502,2002,11992
2500536,2002,5105
2500577,2002,2259
2500601,2002,16470
2500700,2002,17711
2500734,2002,1941
2500775,2002,6062
2500809,2002,18037
2500908,2002,11925
2501005,2002,16847
2501104,2002,25710
2501153,2002,2171
2501203,2002,6031
2501302,2002,19406
2501351,2002,3059
2501401,2002,6720
2501500,2002,21527
2501534,2002,3315
2501575,2002,8354
2501609,2002,13029
2501708,2002,5187
2501807,2002,89680
2501906,2002,16807
2502003,2002,6773
2502052,2002,2633
2502102,2002,6718
2502151,2002,5152
2502201,2002,2289
2502300,2002,5076
2502409,2002,9269
2502508,2002,15867
2502607,2002,6423
2502706,2002,4845
2502805,2002,11761
2502904,2002,5888
2503001,2002,19164
2503100,2002,4279
2503209,2002,45731
2503308,2002,7943
2503407,2002,3718
2503506,2002,16637
2503555,2002,7166
2503605,2002,7324
2503704,2002,55439
2503753,2002,2798
2503803,2002,5207
2503902,2002,5509
2504009,2002,362317
2504033,2002,4215
2504074,2002,3470
2504108,2002,2221
2504157,2002,6783
2504207,2002,4653
2504306,2002,26940
2504355,2002,4266
2504405,2002,17671
2504504,2002,6305
2504603,2002,17680
2504702,2002,4651
2504801,2002,15266
2504850,2002,1466
2504900,2002,14382
2505006,2002,6411
2505105,2002,19774
2505204,2002,7310
2505238,2002,6199
2505279,2002,5419
2505303,2002,2562
2505352,2002,3690
2505402,2002,7915
2505501,2002,3136
2505600,2002,6828
2505709,2002,11147
2505808,2002,3554
2505907,2002,3047
2506004,2002,28286
2506103,2002,11618
2506202,2002,2973
2506251,2002,8476
2506301,2002,51608
2506400,2002,13232
2506509,2002,2726
2506608,2002,6341
2506707,2002,11150
2506806,2002,17375
2506905,2002,24943
2507002,2002,21398
2507101,2002,14885
2507200,2002,9423
2507309,2002,14238
2507408,2002,7451
2507507,2002,619049
2507606,2002,7052
2507705,2002,15116
2507804,2002,6010
2507903,2002,9698
2508000,2002,9944
2508109,2002,4652
2508208,2002,7036
2508307,2002,24679
2508406,2002,3084
2508505,2002,7726
2508554,2002,3429
2508604,2002,10188
2508703,2002,3906
2508802,2002,5622
2508901,2002,39515
2509008,2002,10283
2509057,2002,6373
2509107,2002,20655
2509156,2002,5560
2509206,2002,11627
2509305,2002,5607
2509339,2002,3992
2509370,2002,2473
2509396,2002,5087
2509404,2002,13218
2509503,2002,3997
2509602,2002,4124
2509701,2002,27821
2509800,2002,9293
2509909,2002,10339
2510006,2002,7241
2510105,2002,9876
2510204,2002,6511
2510303,2002,3626
2510402,2002,7562
2510501,2002,3152
2510600,2002,2822
2510659,2002,1445
2510709,2002,2046
2510808,2002,93962
2510907,2002,11321
2511004,2002,3719
2511103,2002,6604
2511202,2002,25932
2511301,2002,14643
2511400,2002,18207
2511509,2002,10431
2511608,2002,7780
2511707,2002,5438
2511806,2002,10168
2511905,2002,14866
2512002,2002,14960
2512036,2002,3922
2512077,2002,3403
2512101,2002,32312
2512200,2002,3449
2512309,2002,18492
2512408,2002,12067
2512507,2002,36764
2512606,2002,1235
2512705,2002,14855
2512721,2002,4900
2512747,2002,2867
2512754,2002,3983
2512762,2002,3912
2512788,2002,1354
2512804,2002,7770
2512903,2002,22433
2513000,2002,2847
2513109,2002,11943
2513158,2002,6814
2513208,2002,6273
2513307,2002,6179
2513356,2002,3443
2513406,2002,14217
2513505,2002,5620
2513604,2002,7844
2513653,2002,2579
2513703,2002,120353
2513802,2002,4688
2513851,2002,2761
2513901,2002,27203
2513927,2002,3674
2513943,2002,2262
2513968,2002,2396
2513984,2002,3505
2514008,2002,4754
2514107,2002,4551
2514206,2002,7086
2514305,2002,5823
2514404,2002,4922
2514453,2002,4930
2514503,2002,17929
2514552,2002,4912
2514602,2002,2844
2514651,2002,1537
2514701,2002,3882
2514800,2002,4000
2514909,2002,7912
2515005,2002,6251
2515104,2002,10285
2515203,2002,2924
2515302,2002,47315
2515401,2002,9366
2515500,2002,12253
2515609,2002,3380
2515708,2002,2909
2515807,2002,7307
2515906,2002,6071
2515930,2002,3635
2515971,2002,6731
2516003,2002,30550
2516102,2002,12247
2516151,2002,2642
2516201,2002,63135
2516300,2002,14915
2516409,2002,9174
2516508,2002,13153
2516607,2002,13425
2516706,2002,11779
2516755,2002,2502
2516805,2002,9191
2516904,2002,13564
2517001,2002,8965
2517100,2002,2017
2517209,2002,4683
2517407,2002,1886
2600054,2002,91565
2600104,2002,33617
2600203,2002,15374
2600302,2002,20466
2600401,2002,29079
2600500,2002,36280
2600609,2002,12844
2600708,2002,37133
2600807,2002,21918
2600906,2002,21585
2601003,2002,9155
2601052,2002,15903
2601102,2002,73068
2601201,2002,62825
2601300,2002,11027
2601409,2002,38838
2601508,2002,10294
2601607,2002,19620
2601706,2002,70390
2601805,2002,11322
2601904,2002,58473
2602001,2002,32409
2602100,2002,42276
2602209,2002,37058
2602308,2002,38335
2602407,2002,8960
2602506,2002,7252
2602605,2002,39561
2602704,2002,11911
2602803,2002,45441
2602902,2002,158435
2603009,2002,27325
2603108,2002,17292
2603207,2002,24876
2603306,2002,12190
2603405,2002,7121
2603454,2002,134866
2603504,2002,15386
2603603,2002,7919
2603702,2002,24992
2603801,2002,19552
2603900,2002,17530
2603926,2002,10241
2604007,2002,65669
2604106,2002,262037
2604155,2002,13510
2604205,2002,31202
2604304,2002,9666
2604403,2002,11145
2604502,2002,19019
2604601,2002,22501
2604700,2002,17218
2604809,2002,12721
2604908,2002,29485
2605004,2002,22457
2605103,2002,30205
2605152,2002,14714
2605202,2002,57657
2605301,2002,32524
2605400,2002,18927
2605459,2002,2128
2605509,2002,10685
2605608,2002,20615
2605707,2002,25480
2605806,2002,12742
2605905,2002,24921
2606002,2002,120781
2606101,2002,27711
2606200,2002,72656
2606309,2002,6144
2606408,2002,68491
2606507,2002,17503
2606606,2002,23549
2606705,2002,7415
2606804,2002,85174
2606903,2002,11538
2607000,2002,13753
2607109,2002,4596
2607208,2002,62197
2607307,2002,23423
2607406,2002,3758
2607505,2002,26727
2607604,2002,16753
2607653,2002,35136
2607703,2002,14578
2607752,2002,20896
2607802,2002,15144
2607901,2002,601426
2607950,2002,11932
2608008,2002,14696
2608057,2002,13562
2608107,2002,26940
2608206,2002,15972
2608255,2002,10036
2608305,2002,12442
2608404,2002,13963
2608453,2002,13534
2608503,2002,20943
2608602,2002,10893
2608701,2002,15961
2608750,2002,20060
2608800,2002,32733
2608909,2002,56630
2609006,2002,22839
2609105,2002,9995
2609154,2002,13209
2609204,2002,14617
2609303,2002,13176
2609402,2002,51324
2609501,2002,29825
2609600,2002,373479
2609709,2002,22811
2609808,2002,10845
2609907,2002,57521
2610004,2002,55382
2610103,2002,9794
2610202,2002,25566
2610301,2002,10123
2610400,2002,19403
2610509,2002,29131
2610608,2002,46302
2610707,2002,272914
2610806,2002,20377
2610905,2002,57742
2611002,2002,28485
2611101,2002,230342
2611200,2002,11513
2611309,2002,23793
2611408,2002,11608
2611507,2002,22358
2611531,2002,6730
2611606,2002,1449135
2611705,2002,18184
2611804,2002,41539
2611903,2002,21130
2612000,2002,14183
2612109,2002,7395
2612208,2002,52488
2612307,2002,15042
2612406,2002,16059
2612455,2002,11449
2612471,2002,10644
2612505,2002,63407
2612554,2002,12528
2612604,2002,38946
2612703,2002,11807
2612802,2002,10357
2612901,2002,10602
2613008,2002,46017
2613107,2002,34231
2613206,2002,19919
2613305,2002,20379
2613404,2002,14484
2613503,2002,31786
2613602,2002,29635
2613701,2002,91357
2613800,2002,16389
2613909,2002,70611
2614006,2002,17604
2614105,2002,31688
2614204,2002,33001
2614303,2002,10955
2614402,2002,5480
2614501,2002,51151
2614600,2002,24347
2614709,2002,13193
2614808,2002,17042
2614857,2002,17802
2615003,2002,20318
2615102,2002,6197
2615201,2002,7695
2615300,2002,56832
2615409,2002,23250
2615508,2002,12491
2615607,2002,22589
2615706,2002,15038
2615805,2002,21149
2615904,2002,7904
2616001,2002,13755
2616100,2002,8996
2616183,2002,8528
2616209,2002,15104
2616308,2002,28989
2616407,2002,119873
2616506,2002,14211
2700102,2002,18766
2700201,2002,18167
2700300,2002,190999
2700409,2002,40970
2700508,2002,12177
2700607,2002,6680
2700706,2002,15171
2700805,2002,5919
2700904,2002,6770
2701001,2002,24656
2701100,2002,11960
2701209,2002,9161
2701308,2002,19055
2701357,2002,5638
2701407,2002,41924
2701506,2002,8943
2701605,2002,17061
2701704,2002,18675
2701803,2002,6774
2701902,2002,7668
2702009,2002,12455
2702108,2002,17652
2702207,2002,5208
2702306,2002,44422
2702355,2002,21415
2702405,2002,43370
2702504,2002,11288
2702553,2002,16500
2702603,2002,21737
2702702,2002,3920
2702801,2002,11954
2702900,2002,29947
2703007,2002,14997
2703106,2002,25470
2703205,2002,21788
2703304,2002,18394
2703403,2002,5925
2703502,2002,7278
2703601,2002,6821
2703700,2002,6086
2703759,2002,12887
2703809,2002,20917
2703908,2002,4387
2704005,2002,24171
2704104,2002,20848
2704203,2002,25276
2704302,2002,833261
2704401,2002,17719
2704500,2002,22974
2704609,2002,14172
2704708,2002,38192
2704807,2002,15183
2704906,2002,4102
2705002,2002,24728
2705101,2002,24621
2705200,2002,12290
2705309,2002,4963
2705408,2002,7471
2705507,2002,23818
2705606,2002,9496
2705705,2002,20209
2705804,2002,7195
2705903,2002,4938
2706000,2002,10419
2706109,2002,10231
2706208,2002,4711
2706307,2002,68532
2706406,2002,24950
2706422,2002,10440
2706448,2002,8288
2706505,2002,13684
2706604,2002,7562
2706703,2002,57992
2706802,2002,16746
2706901,2002,31611
2707008,2002,2753
2707107,2002,21175
2707206,2002,13587
2707305,2002,24223
2707404,2002,10369
2707503,2002,18523
2707602,2002,12007
2707701,2002,64317
2707800,2002,6888
2707909,2002,6513
2708006,2002,42621
2708105,2002,11433
2708204,2002,6601
2708303,2002,20876
2708402,2002,27593
2708501,2002,29186
2708600,2002,43071
2708709,2002,6063
2708808,2002,30056
2708907,2002,13264
2708956,2002,12519
2709004,2002,6358
2709103,2002,17096
2709152,2002,38399
2709202,2002,23599
2709301,2002,58871
2709400,2002,26829
2800100,2002,2243
2800209,2002,18779
2800308,2002,473991
2800407,2002,11211
2800506,2002,15725
2800605,2002,18876
2800670,2002,24435
2800704,2002,7186
2801009,2002,15544
2801108,2002,3986
2801207,2002,19076
2801306,2002,26815
2801405,2002,18265
2801504,2002,9893
2801603,2002,5432
2801702,2002,14970
2801900,2002,3714
2802007,2002,3397
2802106,2002,60082
2802205,2002,5205
2802304,2002,12330
2802403,2002,11552
2802502,2002,2453
2802601,2002,5591
2802700,2002,8524
2802809,2002,13477
2802908,2002,79333
2803005,2002,36415
2803104,2002,5246
2803203,2002,26567
2803302,2002,14883
2803401,2002,13540
2803500,2002,85688
2803609,2002,24531
2803708,2002,5977
2803807,2002,3346
2803906,2002,11796
2804003,2002,15616
2804102,2002,11079
2804201,2002,12007
2804300,2002,7189
2804409,2002,19228
2804458,2002,8215
2804508,2002,27632
2804607,2002,22740
2804706,2002,6308
2804805,2002,145167
2804904,2002,11544
2805000,2002,2732
2805109,2002,8060
2805208,2002,5415
2805307,2002,7764
2805406,2002,27256
2805505,2002,20458
2805604,2002,26124
2805703,2002,27868
2805802,2002,19667
2805901,2002,8502
2806008,2002,15735
2806107,2002,7410
2806206,2002,19330
2806305,2002,13388
2806404,2002,6198
2806503,2002,3644
2806602,2002,10680
2806701,2002,68243
2806800,2002,9577
2806909,2002,2597
2807006,2002,3513
2807105,2002,37784
2807204,2002,7044
2807303,2002,2729
2807402,2002,44349
2807501,2002,13169
2807600,2002,20004
2900108,2002,9133
2900207,2002,14111
2900306,2002,14622
2900355,2002,14426
2900405,2002,14839
2900504,2002,12428
2900603,2002,5042
2900702,2002,132873
2900801,2002,21894
2900900,2002,7411
2901007,2002,31756
2901106,2002,24419
2901155,2002,15958
2901205,2002,28854
2901304,2002,13800
2901353,2002,15480
2901403,2002,14417
2901502,2002,9039
2901601,2002,13418
2901700,2002,11681
2901809,2002,8797
2901908,2002,16985
2901957,2002,7268
2902005,2002,15497
2902054,2002,11462
2902104,2002,48056
2902203,2002,9599
2902252,2002,10718
2902302,2002,8501
2902401,2002,17446
2902500,2002,11833
2902609,2002,20190
2902658,2002,11086
2902708,2002,45128
2902807,2002,25954
2902906,2002,44179
2903003,2002,17380
2903102,2002,7734
2903201,2002,120321
2903235,2002,12106
2903276,2002,12406
2903300,2002,8181
2903409,2002,19603
2903508,2002,18361
2903607,2002,14645
2903706,2002,22025
2903805,2002,18671
2903904,2002,55581
2903953,2002,10560
2904001,2002,12212
2904050,2002,13284
2904100,2002,22684
2904209,2002,12419
2904308,2002,15829
2904407,2002,8235
2904506,2002,12045
2904605,2002,62616
2904704,2002,18756
2904753,2002,18903
2904803,2002,16729
2904852,2002,15762
2904902,2002,30863
2905008,2002,20871
2905107,2002,11605
2905156,2002,13585
2905206,2002,46081
2905305,2002,16346
2905404,2002,10609
2905503,2002,10465
2905602,2002,29799
2905701,2002,171845
2905800,2002,33832
2905909,2002,27919
2906006,2002,61908
2906105,2002,9799
2906204,2002,21679
2906303,2002,35807
2906402,2002,9993
2906501,2002,78643
2906600,2002,12022
2906709,2002,29557
2906808,2002,32167
2906824,2002,13761
2906857,2002,10795
2906873,2002,24802
2906899,2002,17362
2906907,2002,20361
2907004,2002,8378
2907103,2002,27631
2907202,2002,57601
2907301,2002,25306
2907400,2002,3054
2907509,2002,47426
2907558,2002,8911
2907608,2002,16517
2907707,2002,10291
2907806,2002,31719
2907905,2002,14708
2908002,2002,27176
2908101,2002,17954
2908200,2002,17818
2908309,2002,18990
2908408,2002,57154
2908507,2002,26886
2908606,2002,21326
2908705,2002,18078
2908804,2002,4159
2908903,2002,24214
2909000,2002,7673
2909109,2002,15354
2909208,2002,20198
2909307,2002,31125
2909406,2002,13562
2909505,2002,5060
2909604,2002,19512
2909703,2002,12664
2909802,2002,54562
2909901,2002,29671
2910008,2002,15583
2910057,2002,48294
2910107,2002,10574
2910206,2002,3715
2910305,2002,7864
2910404,2002,35357
2910503,2002,39574
2910602,2002,28077
2910701,2002,54321
2910727,2002,86976
2910750,2002,18427
2910776,2002,6212
2910800,2002,496625
2910859,2002,17236
2910909,2002,5096
2911006,2002,11125
2911105,2002,18892
2911204,2002,27307
2911253,2002,4303
2911303,2002,9979
2911402,2002,14926
2911501,2002,10853
2911600,2002,17019
2911659,2002,13741
2911709,2002,73019
2911808,2002,24083
2911857,2002,13472
2911907,2002,29014
2912004,2002,13024
2912103,2002,28504
2912202,2002,15658
2912301,2002,15022
2912400,2002,13108
2912509,2002,13456
2912608,2002,4212
2912707,2002,21208
2912806,2002,6845
2912905,2002,25172
2913002,2002,13903
2913101,2002,18035
2913200,2002,24334
2913309,2002,4961
2913408,2002,14661
2913457,2002,15437
2913507,2002,25586
2913606,2002,221786
2913705,2002,30391
2913804,2002,18805
2913903,2002,43279
2914000,2002,61551
2914109,2002,8648
2914208,2002,6364
2914307,2002,17627
2914406,2002,18613
2914505,2002,25435
2914604,2002,58810
2914653,2002,26777
2914703,2002,60037
2914802,2002,199073
2914901,2002,18055
2915007,2002,13945
2915106,2002,14645
2915205,2002,16618
2915304,2002,7695
2915353,2002,10567
2915403,2002,8329
2915502,2002,22002
2915601,2002,64109
2915700,2002,8245
2915809,2002,32312
2915908,2002,6542
2916005,2002,20936
2916104,2002,19763
2916203,2002,14428
2916302,2002,11136
2916401,2002,58868
2916500,2002,27833
2916609,2002,10363
2916708,2002,8004
2916807,2002,16861
2916856,2002,13260
2916906,2002,13788
2917003,2002,35783
2917102,2002,19649
2917201,2002,17515
2917300,2002,24886
2917334,2002,10415
2917359,2002,9993
2917409,2002,13432
2917508,2002,76487
2917607,2002,48146
2917706,2002,26627
2917805,2002,10870
2917904,2002,10406
2918001,2002,147713
2918100,2002,34173
2918209,2002,14033
2918308,2002,21103
2918357,2002,18916
2918407,2002,184204
2918456,2002,11612
2918506,2002,15620
2918555,2002,7364
2918605,2002,10014
2918704,2002,3887
2918753,2002,13141
2918803,2002,19871
2918902,2002,3323
2919009,2002,3958
2919058,2002,8442
2919108,2002,9365
2919157,2002,25529
2919207,2002,122858
2919306,2002,9189
2919405,2002,11983
2919504,2002,38799
2919553,2002,19778
2919603,2002,11683
2919702,2002,14707
2919801,2002,43120
2919900,2002,9000
2919926,2002,12636
2919959,2002,14378
2920007,2002,7219
2920106,2002,19941
2920205,2002,15699
2920304,2002,8667
2920403,2002,16636
2920452,2002,11205
2920502,2002,32636
2920601,2002,40630
2920700,2002,18549
2920809,2002,10168
2920908,2002,15233
2921005,2002,32996
2921054,2002,10527
2921104,2002,20851
2921203,2002,28900
2921302,2002,12650
2921401,2002,14179
2921450,2002,14818
2921500,2002,55240
2921609,2002,8847
2921708,2002,35068
2921807,2002,12533
2921906,2002,14386
2922003,2002,30262
2922052,2002,15409
2922102,2002,19257
2922201,2002,7080
2922250,2002,9219
2922300,2002,31930
2922409,2002,20456
2922508,2002,26451
2922607,2002,10986
2922656,2002,12323
2922706,2002,15692
2922730,2002,6924
2922755,2002,6464
2922805,2002,6583
2922854,2002,8282
2922904,2002,24348
2923001,2002,33445
2923035,2002,8148
2923050,2002,14129
2923100,2002,24424
2923209,2002,21789
2923308,2002,7626
2923357,2002,16013
2923407,2002,20019
2923506,2002,7597
2923605,2002,18843
2923704,2002,28415
2923803,2002,26710
2923902,2002,12389
2924009,2002,98578
2924058,2002,12791
2924108,2002,6754
2924207,2002,17406
2924306,2002,19118
2924405,2002,30453
2924504,2002,15267
2924603,2002,20200
2924652,2002,11037
2924678,2002,9724
2924702,2002,17330
2924801,2002,17956
2924900,2002,7465
2925006,2002,21324
2925105,2002,45555
2925204,2002,26960
2925253,2002,17190
2925303,2002,108568
2925402,2002,15461
